index,field,pv,value
428,v_fofb_disabled,SR05A-PC-VSTR-01:FAST:DISABLED,0
428,v_sofb_disabled,SR05A-PC-VSTR-01:SLOW:DISABLED,0
436,error_sum,SR05A-PC-HSTR-02:ERCSUM,0
436,state,SR05A-PC-HSTR-02:STATE,2
436,h_fofb_disabled,SR05A-PC-HSTR-02:FAST:DISABLED,0
436,h_sofb_disabled,SR05A-PC-HSTR-02:SLOW:DISABLED,0
436,error_sum,SR05A-PC-VSTR-02:ERCSUM,0
436,state,SR05A-PC-VSTR-02:STATE,2
436,v_fofb_disabled,SR05A-PC-VSTR-02:FAST:DISABLED,0
436,v_sofb_disabled,SR05A-PC-VSTR-02:SLOW:DISABLED,0
439,enabled,SR05C-DI-EBPM-02:CF:ENABLED_S,1
439,x_fofb_disabled,SR05C-PC-HBPM-02:FAST:DISABLED,0
439,x_sofb_disabled,SR05C-PC-HBPM-02:SLOW:DISABLED,0
439,y_fofb_disabled,SR05C-PC-VBPM-02:FAST:DISABLED,0
439,y_sofb_disabled,SR05C-PC-VBPM-02:SLOW:DISABLED,0
445,enabled,SR05C-DI-EBPM-03:CF:ENABLED_S,1
445,x_fofb_disabled,SR05C-PC-HBPM-03:FAST:DISABLED,0
445,x_sofb_disabled,SR05C-PC-HBPM-03:SLOW:DISABLED,0
445,y_fofb_disabled,SR05C-PC-VBPM-03:FAST:DISABLED,0
445,y_sofb_disabled,SR05C-PC-VBPM-03:SLOW:DISABLED,0
448,error_sum,SR05A-PC-HSTR-03:ERCSUM,0
448,state,SR05A-PC-HSTR-03:STATE,2
448,h_fofb_disabled,SR05A-PC-HSTR-03:FAST:DISABLED,0
448,h_sofb_disabled,SR05A-PC-HSTR-03:SLOW:DISABLED,0
448,error_sum,SR05A-PC-VSTR-03:ERCSUM,0
448,state,SR05A-PC-VSTR-03:STATE,2
448,v_fofb_disabled,SR05A-PC-VSTR-03:FAST:DISABLED,0
448,v_sofb_disabled,SR05A-PC-VSTR-03:SLOW:DISABLED,0
453,enabled,SR05C-DI-EBPM-04:CF:ENABLED_S,1
453,x_fofb_disabled,SR05C-PC-HBPM-04:FAST:DISABLED,0
453,x_sofb_disabled,SR05C-PC-HBPM-04:SLOW:DISABLED,0
453,y_fofb_disabled,SR05C-PC-VBPM-04:FAST:DISABLED,0
453,y_sofb_disabled,SR05C-PC-VBPM-04:SLOW:DISABLED,0
456,error_sum,SR05A-PC-HSTR-04:ERCSUM,0
456,state,SR05A-PC-HSTR-04:STATE,2
456,h_fofb_disabled,SR05A-PC-HSTR-04:FAST:DISABLED,0
456,h_sofb_disabled,SR05A-PC-HSTR-04:SLOW:DISABLED,0
456,error_sum,SR05A-PC-VSTR-04:ERCSUM,0
456,state,SR05A-PC-VSTR-04:STATE,2
456,v_fofb_disabled,SR05A-PC-VSTR-04:FAST:DISABLED,0
456,v_sofb_disabled,SR05A-PC-VSTR-04:SLOW:DISABLED,0
462,error_sum,SR05A-PC-HSTR-05:ERCSUM,0
462,state,SR05A-PC-HSTR-05:STATE,2
462,h_fofb_disabled,SR05A-PC-HSTR-05:FAST:DISABLED,0
462,h_sofb_disabled,SR05A-PC-HSTR-05:SLOW:DISABLED,0
462,error_sum,SR05A-PC-VSTR-05:ERCSUM,0
462,state,SR05A-PC-VSTR-05:STATE,2
462,v_fofb_disabled,SR05A-PC-VSTR-05:FAST:DISABLED,0
462,v_sofb_disabled,SR05A-PC-VSTR-05:SLOW:DISABLED,0
467,enabled,SR05C-DI-EBPM-05:CF:ENABLED_S,1
467,x_fofb_disabled,SR05C-PC-HBPM-05:FAST:DISABLED,0
467,x_sofb_disabled,SR05C-PC-HBPM-05:SLOW:DISABLED,0
467,y_fofb_disabled,SR05C-PC-VBPM-05:FAST:DISABLED,0
467,y_sofb_disabled,SR05C-PC-VBPM-05:SLOW:DISABLED,0
472,error_sum,SR05A-PC-HSTR-06:ERCSUM,0
472,state,SR05A-PC-HSTR-06:STATE,2
472,h_fofb_disabled,SR05A-PC-HSTR-06:FAST:DISABLED,0
472,h_sofb_disabled,SR05A-PC-HSTR-06:SLOW:DISABLED,0
472,error_sum,SR05A-PC-VSTR-06:ERCSUM,0
472,state,SR05A-PC-VSTR-06:STATE,2
472,v_fofb_disabled,SR05A-PC-VSTR-06:FAST:DISABLED,0
472,v_sofb_disabled,SR05A-PC-VSTR-06:SLOW:DISABLED,0
477,enabled,SR05C-DI-EBPM-06:CF:ENABLED_S,1
477,x_fofb_disabled,SR05C-PC-HBPM-06:FAST:DISABLED,0
477,x_sofb_disabled,SR05C-PC-HBPM-06:SLOW:DISABLED,0
477,y_fofb_disabled,SR05C-PC-VBPM-06:FAST:DISABLED,0
477,y_sofb_disabled,SR05C-PC-VBPM-06:SLOW:DISABLED,0
482,error_sum,SR05A-PC-HSTR-07:ERCSUM,0
482,state,SR05A-PC-HSTR-07:STATE,2
482,h_fofb_disabled,SR05A-PC-HSTR-07:FAST:DISABLED,0
482,h_sofb_disabled,SR05A-PC-HSTR-07:SLOW:DISABLED,0
482,error_sum,SR05A-PC-VSTR-07:ERCSUM,0
482,state,SR05A-PC-VSTR-07:STATE,2
482,v_fofb_disabled,SR05A-PC-VSTR-07:FAST:DISABLED,0
482,v_sofb_disabled,SR05A-PC-VSTR-07:SLOW:DISABLED,0
487,enabled,SR05C-DI-EBPM-07:CF:ENABLED_S,1
487,x_fofb_disabled,SR05C-PC-HBPM-07:FAST:DISABLED,0
487,x_sofb_disabled,SR05C-PC-HBPM-07:SLOW:DISABLED,0
487,y_fofb_disabled,SR05C-PC-VBPM-07:FAST:DISABLED,0
487,y_sofb_disabled,SR05C-PC-VBPM-07:SLOW:DISABLED,0
514,enabled,SR06C-DI-EBPM-01:CF:ENABLED_S,1
514,x_fofb_disabled,SR06C-PC-HBPM-01:FAST:DISABLED,0
514,x_sofb_disabled,SR06C-PC-HBPM-01:SLOW:DISABLED,0
514,y_fofb_disabled,SR06C-PC-VBPM-01:FAST:DISABLED,0
514,y_sofb_disabled,SR06C-PC-VBPM-01:SLOW:DISABLED,0
519,error_sum,SR06A-PC-HSTR-01:ERCSUM,0
519,state,SR06A-PC-HSTR-01:STATE,2
519,h_fofb_disabled,SR06A-PC-HSTR-01:FAST:DISABLED,0
519,h_sofb_disabled,SR06A-PC-HSTR-01:SLOW:DISABLED,0
519,error_sum,SR06A-PC-VSTR-01:ERCSUM,0
519,state,SR06A-PC-VSTR-01:STATE,2
519,v_fofb_disabled,SR06A-PC-VSTR-01:FAST:DISABLED,0
519,v_sofb_disabled,SR06A-PC-VSTR-01:SLOW:DISABLED,0
527,error_sum,SR06A-PC-HSTR-02:ERCSUM,0
527,state,SR06A-PC-HSTR-02:STATE,2
527,h_fofb_disabled,SR06A-PC-HSTR-02:FAST:DISABLED,0
527,h_sofb_disabled,SR06A-PC-HSTR-02:SLOW:DISABLED,0
527,error_sum,SR06A-PC-VSTR-02:ERCSUM,0
527,state,SR06A-PC-VSTR-02:STATE,2
527,v_fofb_disabled,SR06A-PC-VSTR-02:FAST:DISABLED,0
527,v_sofb_disabled,SR06A-PC-VSTR-02:SLOW:DISABLED,0
530,enabled,SR06C-DI-EBPM-02:CF:ENABLED_S,1
530,x_fofb_disabled,SR06C-PC-HBPM-02:FAST:DISABLED,0
530,x_sofb_disabled,SR06C-PC-HBPM-02:SLOW:DISABLED,0
530,y_fofb_disabled,SR06C-PC-VBPM-02:FAST:DISABLED,0
530,y_sofb_disabled,SR06C-PC-VBPM-02:SLOW:DISABLED,0
536,enabled,SR06C-DI-EBPM-03:CF:ENABLED_S,1
536,x_fofb_disabled,SR06C-PC-HBPM-03:FAST:DISABLED,0
536,x_sofb_disabled,SR06C-PC-HBPM-03:SLOW:DISABLED,0
536,y_fofb_disabled,SR06C-PC-VBPM-03:FAST:DISABLED,0
536,y_sofb_disabled,SR06C-PC-VBPM-03:SLOW:DISABLED,0
539,error_sum,SR06A-PC-HSTR-03:ERCSUM,0
539,state,SR06A-PC-HSTR-03:STATE,2
539,h_fofb_disabled,SR06A-PC-HSTR-03:FAST:DISABLED,0
539,h_sofb_disabled,SR06A-PC-HSTR-03:SLOW:DISABLED,0
539,error_sum,SR06A-PC-VSTR-03:ERCSUM,0
539,state,SR06A-PC-VSTR-03:STATE,2
539,v_fofb_disabled,SR06A-PC-VSTR-03:FAST:DISABLED,0
539,v_sofb_disabled,SR06A-PC-VSTR-03:SLOW:DISABLED,0
544,enabled,SR06C-DI-EBPM-04:CF:ENABLED_S,1
544,x_fofb_disabled,SR06C-PC-HBPM-04:FAST:DISABLED,0
544,x_sofb_disabled,SR06C-PC-HBPM-04:SLOW:DISABLED,0
544,y_fofb_disabled,SR06C-PC-VBPM-04:FAST:DISABLED,0
544,y_sofb_disabled,SR06C-PC-VBPM-04:SLOW:DISABLED,0
547,error_sum,SR06A-PC-HSTR-04:ERCSUM,0
547,state,SR06A-PC-HSTR-04:STATE,2
547,h_fofb_disabled,SR06A-PC-HSTR-04:FAST:DISABLED,0
547,h_sofb_disabled,SR06A-PC-HSTR-04:SLOW:DISABLED,0
547,error_sum,SR06A-PC-VSTR-04:ERCSUM,0
547,state,SR06A-PC-VSTR-04:STATE,2
547,v_fofb_disabled,SR06A-PC-VSTR-04:FAST:DISABLED,0
547,v_sofb_disabled,SR06A-PC-VSTR-04:SLOW:DISABLED,0
553,error_sum,SR06A-PC-HSTR-05:ERCSUM,0
553,state,SR06A-PC-HSTR-05:STATE,2
553,h_fofb_disabled,SR06A-PC-HSTR-05:FAST:DISABLED,0
553,h_sofb_disabled,SR06A-PC-HSTR-05:SLOW:DISABLED,0
553,error_sum,SR06A-PC-VSTR-05:ERCSUM,0
553,state,SR06A-PC-VSTR-05:STATE,2
553,v_fofb_disabled,SR06A-PC-VSTR-05:FAST:DISABLED,0
553,v_sofb_disabled,SR06A-PC-VSTR-05:SLOW:DISABLED,0
558,enabled,SR06C-DI-EBPM-05:CF:ENABLED_S,1
558,x_fofb_disabled,SR06C-PC-HBPM-05:FAST:DISABLED,0
558,x_sofb_disabled,SR06C-PC-HBPM-05:SLOW:DISABLED,0
558,y_fofb_disabled,SR06C-PC-VBPM-05:FAST:DISABLED,0
558,y_sofb_disabled,SR06C-PC-VBPM-05:SLOW:DISABLED,0
563,error_sum,SR06A-PC-HSTR-06:ERCSUM,0
563,state,SR06A-PC-HSTR-06:STATE,2
563,h_fofb_disabled,SR06A-PC-HSTR-06:FAST:DISABLED,0
563,h_sofb_disabled,SR06A-PC-HSTR-06:SLOW:DISABLED,0
563,error_sum,SR06A-PC-VSTR-06:ERCSUM,0
563,state,SR06A-PC-VSTR-06:STATE,2
563,v_fofb_disabled,SR06A-PC-VSTR-06:FAST:DISABLED,0
563,v_sofb_disabled,SR06A-PC-VSTR-06:SLOW:DISABLED,0
568,enabled,SR06C-DI-EBPM-06:CF:ENABLED_S,1
568,x_fofb_disabled,SR06C-PC-HBPM-06:FAST:DISABLED,0
568,x_sofb_disabled,SR06C-PC-HBPM-06:SLOW:DISABLED,0
568,y_fofb_disabled,SR06C-PC-VBPM-06:FAST:DISABLED,0
568,y_sofb_disabled,SR06C-PC-VBPM-06:SLOW:DISABLED,0
573,error_sum,SR06A-PC-HSTR-07:ERCSUM,0
573,state,SR06A-PC-HSTR-07:STATE,2
573,h_fofb_disabled,SR06A-PC-HSTR-07:FAST:DISABLED,0
573,h_sofb_disabled,SR06A-PC-HSTR-07:SLOW:DISABLED,0
573,error_sum,SR06A-PC-VSTR-07:ERCSUM,0
573,state,SR06A-PC-VSTR-07:STATE,2
573,v_fofb_disabled,SR06A-PC-VSTR-07:FAST:DISABLED,0
573,v_sofb_disabled,SR06A-PC-VSTR-07:SLOW:DISABLED,0
578,enabled,SR06C-DI-EBPM-07:CF:ENABLED_S,1
578,x_fofb_disabled,SR06C-PC-HBPM-07:FAST:DISABLED,0
578,x_sofb_disabled,SR06C-PC-HBPM-07:SLOW:DISABLED,0
578,y_fofb_disabled,SR06C-PC-VBPM-07:FAST:DISABLED,0
578,y_sofb_disabled,SR06C-PC-VBPM-07:SLOW:DISABLED,0
606,enabled,SR07C-DI-EBPM-01:CF:ENABLED_S,1
606,x_fofb_disabled,SR07C-PC-HBPM-01:FAST:DISABLED,0
606,x_sofb_disabled,SR07C-PC-HBPM-01:SLOW:DISABLED,0
606,y_fofb_disabled,SR07C-PC-VBPM-01:FAST:DISABLED,0
606,y_sofb_disabled,SR07C-PC-VBPM-01:SLOW:DISABLED,0
611,error_sum,SR07A-PC-HSTR-01:ERCSUM,0
611,state,SR07A-PC-HSTR-01:STATE,2
611,h_fofb_disabled,SR07A-PC-HSTR-01:FAST:DISABLED,0
611,h_sofb_disabled,SR07A-PC-HSTR-01:SLOW:DISABLED,0
611,error_sum,SR07A-PC-VSTR-01:ERCSUM,0
611,state,SR07A-PC-VSTR-01:STATE,2
611,v_fofb_disabled,SR07A-PC-VSTR-01:FAST:DISABLED,0
611,v_sofb_disabled,SR07A-PC-VSTR-01:SLOW:DISABLED,0
619,error_sum,SR07A-PC-HSTR-02:ERCSUM,0
619,state,SR07A-PC-HSTR-02:STATE,2
619,h_fofb_disabled,SR07A-PC-HSTR-02:FAST:DISABLED,0
619,h_sofb_disabled,SR07A-PC-HSTR-02:SLOW:DISABLED,0
619,error_sum,SR07A-PC-VSTR-02:ERCSUM,0
619,state,SR07A-PC-VSTR-02:STATE,2
619,v_fofb_disabled,SR07A-PC-VSTR-02:FAST:DISABLED,0
619,v_sofb_disabled,SR07A-PC-VSTR-02:SLOW:DISABLED,0
622,enabled,SR07C-DI-EBPM-02:CF:ENABLED_S,1
622,x_fofb_disabled,SR07C-PC-HBPM-02:FAST:DISABLED,0
622,x_sofb_disabled,SR07C-PC-HBPM-02:SLOW:DISABLED,0
622,y_fofb_disabled,SR07C-PC-VBPM-02:FAST:DISABLED,0
622,y_sofb_disabled,SR07C-PC-VBPM-02:SLOW:DISABLED,0
628,enabled,SR07C-DI-EBPM-03:CF:ENABLED_S,1
628,x_fofb_disabled,SR07C-PC-HBPM-03:FAST:DISABLED,0
628,x_sofb_disabled,SR07C-PC-HBPM-03:SLOW:DISABLED,0
628,y_fofb_disabled,SR07C-PC-VBPM-03:FAST:DISABLED,0
628,y_sofb_disabled,SR07C-PC-VBPM-03:SLOW:DISABLED,0
631,error_sum,SR07A-PC-HSTR-03:ERCSUM,0
631,state,SR07A-PC-HSTR-03:STATE,2
631,h_fofb_disabled,SR07A-PC-HSTR-03:FAST:DISABLED,0
631,h_sofb_disabled,SR07A-PC-HSTR-03:SLOW:DISABLED,0
631,error_sum,SR07A-PC-VSTR-03:ERCSUM,0
631,state,SR07A-PC-VSTR-03:STATE,2
631,v_fofb_disabled,SR07A-PC-VSTR-03:FAST:DISABLED,0
631,v_sofb_disabled,SR07A-PC-VSTR-03:SLOW:DISABLED,0
636,enabled,SR07C-DI-EBPM-04:CF:ENABLED_S,1
636,x_fofb_disabled,SR07C-PC-HBPM-04:FAST:DISABLED,0
636,x_sofb_disabled,SR07C-PC-HBPM-04:SLOW:DISABLED,0
636,y_fofb_disabled,SR07C-PC-VBPM-04:FAST:DISABLED,0
636,y_sofb_disabled,SR07C-PC-VBPM-04:SLOW:DISABLED,0
639,error_sum,SR07A-PC-HSTR-04:ERCSUM,0
639,state,SR07A-PC-HSTR-04:STATE,2
639,h_fofb_disabled,SR07A-PC-HSTR-04:FAST:DISABLED,0
639,h_sofb_disabled,SR07A-PC-HSTR-04:SLOW:DISABLED,0
639,error_sum,SR07A-PC-VSTR-04:ERCSUM,0
639,state,SR07A-PC-VSTR-04:STATE,2
639,v_fofb_disabled,SR07A-PC-VSTR-04:FAST:DISABLED,0
639,v_sofb_disabled,SR07A-PC-VSTR-04:SLOW:DISABLED,0
645,error_sum,SR07A-PC-HSTR-05:ERCSUM,0
645,state,SR07A-PC-HSTR-05:STATE,2
645,h_fofb_disabled,SR07A-PC-HSTR-05:FAST:DISABLED,0
645,h_sofb_disabled,SR07A-PC-HSTR-05:SLOW:DISABLED,0
645,error_sum,SR07A-PC-VSTR-05:ERCSUM,0
645,state,SR07A-PC-VSTR-05:STATE,2
645,v_fofb_disabled,SR07A-PC-VSTR-05:FAST:DISABLED,0
645,v_sofb_disabled,SR07A-PC-VSTR-05:SLOW:DISABLED,0
650,enabled,SR07C-DI-EBPM-05:CF:ENABLED_S,1
650,x_fofb_disabled,SR07C-PC-HBPM-05:FAST:DISABLED,0
650,x_sofb_disabled,SR07C-PC-HBPM-05:SLOW:DISABLED,0
650,y_fofb_disabled,SR07C-PC-VBPM-05:FAST:DISABLED,0
650,y_sofb_disabled,SR07C-PC-VBPM-05:SLOW:DISABLED,0
656,error_sum,SR07A-PC-HSTR-06:ERCSUM,0
656,state,SR07A-PC-HSTR-06:STATE,2
656,h_fofb_disabled,SR07A-PC-HSTR-06:FAST:DISABLED,0
656,h_sofb_disabled,SR07A-PC-HSTR-06:SLOW:DISABLED,0
656,error_sum,SR07A-PC-VSTR-06:ERCSUM,0
656,state,SR07A-PC-VSTR-06:STATE,2
656,v_fofb_disabled,SR07A-PC-VSTR-06:FAST:DISABLED,0
656,v_sofb_disabled,SR07A-PC-VSTR-06:SLOW:DISABLED,0
661,enabled,SR07C-DI-EBPM-06:CF:ENABLED_S,1
661,x_fofb_disabled,SR07C-PC-HBPM-06:FAST:DISABLED,0
661,x_sofb_disabled,SR07C-PC-HBPM-06:SLOW:DISABLED,0
661,y_fofb_disabled,SR07C-PC-VBPM-06:FAST:DISABLED,0
661,y_sofb_disabled,SR07C-PC-VBPM-06:SLOW:DISABLED,0
666,error_sum,SR07A-PC-HSTR-07:ERCSUM,0
666,state,SR07A-PC-HSTR-07:STATE,2
666,h_fofb_disabled,SR07A-PC-HSTR-07:FAST:DISABLED,0
666,h_sofb_disabled,SR07A-PC-HSTR-07:SLOW:DISABLED,0
666,error_sum,SR07A-PC-VSTR-07:ERCSUM,0
666,state,SR07A-PC-VSTR-07:STATE,2
666,v_fofb_disabled,SR07A-PC-VSTR-07:FAST:DISABLED,0
666,v_sofb_disabled,SR07A-PC-VSTR-07:SLOW:DISABLED,0
671,enabled,SR07C-DI-EBPM-07:CF:ENABLED_S,1
671,x_fofb_disabled,SR07C-PC-HBPM-07:FAST:DISABLED,0
671,x_sofb_disabled,SR07C-PC-HBPM-07:SLOW:DISABLED,0
671,y_fofb_disabled,SR07C-PC-VBPM-07:FAST:DISABLED,0
671,y_sofb_disabled,SR07C-PC-VBPM-07:SLOW:DISABLED,0
685,enabled,SR08C-DI-EBPM-01:CF:ENABLED_S,1
685,x_fofb_disabled,SR08C-PC-HBPM-01:FAST:DISABLED,0
685,x_sofb_disabled,SR08C-PC-HBPM-01:SLOW:DISABLED,0
685,y_fofb_disabled,SR08C-PC-VBPM-01:FAST:DISABLED,0
685,y_sofb_disabled,SR08C-PC-VBPM-01:SLOW:DISABLED,0
690,error_sum,SR08A-PC-HSTR-01:ERCSUM,0
690,state,SR08A-PC-HSTR-01:STATE,2
690,h_fofb_disabled,SR08A-PC-HSTR-01:FAST:DISABLED,0
690,h_sofb_disabled,SR08A-PC-HSTR-01:SLOW:DISABLED,0
690,error_sum,SR08A-PC-VSTR-01:ERCSUM,0
690,state,SR08A-PC-VSTR-01:STATE,2
690,v_fofb_disabled,SR08A-PC-VSTR-01:FAST:DISABLED,0
690,v_sofb_disabled,SR08A-PC-VSTR-01:SLOW:DISABLED,0
698,error_sum,SR08A-PC-HSTR-02:ERCSUM,0
698,state,SR08A-PC-HSTR-02:STATE,2
698,h_fofb_disabled,SR08A-PC-HSTR-02:FAST:DISABLED,0
698,h_sofb_disabled,SR08A-PC-HSTR-02:SLOW:DISABLED,0
698,error_sum,SR08A-PC-VSTR-02:ERCSUM,0
698,state,SR08A-PC-VSTR-02:STATE,2
698,v_fofb_disabled,SR08A-PC-VSTR-02:FAST:DISABLED,0
698,v_sofb_disabled,SR08A-PC-VSTR-02:SLOW:DISABLED,0
701,enabled,SR08C-DI-EBPM-02:CF:ENABLED_S,1
701,x_fofb_disabled,SR08C-PC-HBPM-02:FAST:DISABLED,0
701,x_sofb_disabled,SR08C-PC-HBPM-02:SLOW:DISABLED,0
701,y_fofb_disabled,SR08C-PC-VBPM-02:FAST:DISABLED,0
701,y_sofb_disabled,SR08C-PC-VBPM-02:SLOW:DISABLED,0
707,enabled,SR08C-DI-EBPM-03:CF:ENABLED_S,1
707,x_fofb_disabled,SR08C-PC-HBPM-03:FAST:DISABLED,0
707,x_sofb_disabled,SR08C-PC-HBPM-03:SLOW:DISABLED,0
707,y_fofb_disabled,SR08C-PC-VBPM-03:FAST:DISABLED,0
707,y_sofb_disabled,SR08C-PC-VBPM-03:SLOW:DISABLED,0
710,error_sum,SR08A-PC-HSTR-03:ERCSUM,0
710,state,SR08A-PC-HSTR-03:STATE,2
710,h_fofb_disabled,SR08A-PC-HSTR-03:FAST:DISABLED,0
710,h_sofb_disabled,SR08A-PC-HSTR-03:SLOW:DISABLED,0
710,error_sum,SR08A-PC-VSTR-03:ERCSUM,0
710,state,SR08A-PC-VSTR-03:STATE,2
710,v_fofb_disabled,SR08A-PC-VSTR-03:FAST:DISABLED,0
710,v_sofb_disabled,SR08A-PC-VSTR-03:SLOW:DISABLED,0
715,enabled,SR08C-DI-EBPM-04:CF:ENABLED_S,1
715,x_fofb_disabled,SR08C-PC-HBPM-04:FAST:DISABLED,0
715,x_sofb_disabled,SR08C-PC-HBPM-04:SLOW:DISABLED,0
715,y_fofb_disabled,SR08C-PC-VBPM-04:FAST:DISABLED,0
715,y_sofb_disabled,SR08C-PC-VBPM-04:SLOW:DISABLED,0
718,error_sum,SR08A-PC-HSTR-04:ERCSUM,0
718,state,SR08A-PC-HSTR-04:STATE,2
718,h_fofb_disabled,SR08A-PC-HSTR-04:FAST:DISABLED,0
718,h_sofb_disabled,SR08A-PC-HSTR-04:SLOW:DISABLED,0
718,error_sum,SR08A-PC-VSTR-04:ERCSUM,0
718,state,SR08A-PC-VSTR-04:STATE,2
718,v_fofb_disabled,SR08A-PC-VSTR-04:FAST:DISABLED,0
718,v_sofb_disabled,SR08A-PC-VSTR-04:SLOW:DISABLED,0
724,error_sum,SR08A-PC-HSTR-05:ERCSUM,0
724,state,SR08A-PC-HSTR-05:STATE,2
724,h_fofb_disabled,SR08A-PC-HSTR-05:FAST:DISABLED,0
724,h_sofb_disabled,SR08A-PC-HSTR-05:SLOW:DISABLED,0
724,error_sum,SR08A-PC-VSTR-05:ERCSUM,0
724,state,SR08A-PC-VSTR-05:STATE,2
724,v_fofb_disabled,SR08A-PC-VSTR-05:FAST:DISABLED,0
724,v_sofb_disabled,SR08A-PC-VSTR-05:SLOW:DISABLED,0
729,enabled,SR08C-DI-EBPM-05:CF:ENABLED_S,1
729,x_fofb_disabled,SR08C-PC-HBPM-05:FAST:DISABLED,0
729,x_sofb_disabled,SR08C-PC-HBPM-05:SLOW:DISABLED,0
729,y_fofb_disabled,SR08C-PC-VBPM-05:FAST:DISABLED,0
729,y_sofb_disabled,SR08C-PC-VBPM-05:SLOW:DISABLED,0
734,error_sum,SR08A-PC-HSTR-06:ERCSUM,0
734,state,SR08A-PC-HSTR-06:STATE,2
734,h_fofb_disabled,SR08A-PC-HSTR-06:FAST:DISABLED,0
734,h_sofb_disabled,SR08A-PC-HSTR-06:SLOW:DISABLED,0
734,error_sum,SR08A-PC-VSTR-06:ERCSUM,0
734,state,SR08A-PC-VSTR-06:STATE,2
734,v_fofb_disabled,SR08A-PC-VSTR-06:FAST:DISABLED,0
734,v_sofb_disabled,SR08A-PC-VSTR-06:SLOW:DISABLED,0
739,enabled,SR08C-DI-EBPM-06:CF:ENABLED_S,1
739,x_fofb_disabled,SR08C-PC-HBPM-06:FAST:DISABLED,0
739,x_sofb_disabled,SR08C-PC-HBPM-06:SLOW:DISABLED,0
739,y_fofb_disabled,SR08C-PC-VBPM-06:FAST:DISABLED,0
739,y_sofb_disabled,SR08C-PC-VBPM-06:SLOW:DISABLED,0
744,error_sum,SR08A-PC-HSTR-07:ERCSUM,0
744,state,SR08A-PC-HSTR-07:STATE,2
744,h_fofb_disabled,SR08A-PC-HSTR-07:FAST:DISABLED,0
744,h_sofb_disabled,SR08A-PC-HSTR-07:SLOW:DISABLED,0
744,error_sum,SR08A-PC-VSTR-07:ERCSUM,0
744,state,SR08A-PC-VSTR-07:STATE,2
744,v_fofb_disabled,SR08A-PC-VSTR-07:FAST:DISABLED,0
744,v_sofb_disabled,SR08A-PC-VSTR-07:SLOW:DISABLED,0
747,OFFSET1,SR08A-PC-Q1D-10:OFFSET1,0
755,enabled,SR08C-DI-EBPM-07:CF:ENABLED_S,1
755,x_fofb_disabled,SR08C-PC-HBPM-07:FAST:DISABLED,0
755,x_sofb_disabled,SR08C-PC-HBPM-07:SLOW:DISABLED,0
755,y_fofb_disabled,SR08C-PC-VBPM-07:FAST:DISABLED,0
755,y_sofb_disabled,SR08C-PC-VBPM-07:SLOW:DISABLED,0
767,enabled,SR09S-DI-EBPM-01:CF:ENABLED_S,1
767,x_fofb_disabled,SR09S-PC-HBPM-01:FAST:DISABLED,0
767,x_sofb_disabled,SR09S-PC-HBPM-01:SLOW:DISABLED,0
767,y_fofb_disabled,SR09S-PC-VBPM-01:FAST:DISABLED,0
767,y_sofb_disabled,SR09S-PC-VBPM-01:SLOW:DISABLED,0
769,error_sum,SR09S-PC-HSTR-01:ERCSUM,0
769,state,SR09S-PC-HSTR-01:STATE,2
769,h_fofb_disabled,SR09S-PC-HSTR-01:FAST:DISABLED,0
769,h_sofb_disabled,SR09S-PC-HSTR-01:SLOW:DISABLED,0
770,error_sum,SR09S-PC-VSTR-01:ERCSUM,0
770,state,SR09S-PC-VSTR-01:STATE,2
770,v_fofb_disabled,SR09S-PC-VSTR-01:FAST:DISABLED,0
770,v_sofb_disabled,SR09S-PC-VSTR-01:SLOW:DISABLED,0
780,enabled,SR09S-DI-EBPM-02:CF:ENABLED_S,1
780,x_fofb_disabled,SR09S-PC-HBPM-02:FAST:DISABLED,0
780,x_sofb_disabled,SR09S-PC-HBPM-02:SLOW:DISABLED,0
780,y_fofb_disabled,SR09S-PC-VBPM-02:FAST:DISABLED,0
780,y_sofb_disabled,SR09S-PC-VBPM-02:SLOW:DISABLED,0
782,error_sum,SR09S-PC-HSTR-02:ERCSUM,0
782,state,SR09S-PC-HSTR-02:STATE,2
782,h_fofb_disabled,SR09S-PC-HSTR-02:FAST:DISABLED,0
782,h_sofb_disabled,SR09S-PC-HSTR-02:SLOW:DISABLED,0
783,error_sum,SR09S-PC-VSTR-02:ERCSUM,0
783,state,SR09S-PC-VSTR-02:STATE,2
783,v_fofb_disabled,SR09S-PC-VSTR-02:FAST:DISABLED,0
783,v_sofb_disabled,SR09S-PC-VSTR-02:SLOW:DISABLED,0
795,enabled,SR09C-DI-EBPM-01:CF:ENABLED_S,1
795,x_fofb_disabled,SR09C-PC-HBPM-01:FAST:DISABLED,0
795,x_sofb_disabled,SR09C-PC-HBPM-01:SLOW:DISABLED,0
795,y_fofb_disabled,SR09C-PC-VBPM-01:FAST:DISABLED,0
795,y_sofb_disabled,SR09C-PC-VBPM-01:SLOW:DISABLED,0
803,OFFSET1,SR09A-PC-Q1D-01:OFFSET1,0
806,error_sum,SR09A-PC-HSTR-01:ERCSUM,0
806,state,SR09A-PC-HSTR-01:STATE,2
806,h_fofb_disabled,SR09A-PC-HSTR-01:FAST:DISABLED,0
806,h_sofb_disabled,SR09A-PC-HSTR-01:SLOW:DISABLED,0
806,error_sum,SR09A-PC-VSTR-01:ERCSUM,0
806,state,SR09A-PC-VSTR-01:STATE,2
806,v_fofb_disabled,SR09A-PC-VSTR-01:FAST:DISABLED,0
